,Provider_Name,Address,County,City,Doses_W1,Doses_W2,Doses_W3,Doses_W4,Doses_W5,Doses_W6,Sum
1512,Medical Clinics Of Sealy,1036 N Circle Dr,AUSTIN,Sealy,NA,NA,NA,100,NA,NA,100
1513,Medina Clinic - Mission,1924 E Griffin Pkwy,HIDALGO,Mission,NA,100,NA,NA,NA,NA,100
1514,Medina Lake Clinic,146 Laurel Vista Dr,BANDERA,Pipe Creek,NA,100,NA,NA,NA,NA,100
1515,Medina Regional Hospital,3100 Avenue E,MEDINA,Hondo,NA,NA,300,NA,100,NA,400
1516,Mehop Family And Behavioral Health,1700 Golden Ave,MATAGORDA,Bay City,NA,NA,NA,NA,NA,100,100
1517,Mehop Wharton,10141 Us 59 Hwy Ste A,WHARTON,Wharton,NA,NA,NA,NA,NA,100,100
1518,Memorial Hermann Cypress Hospital,27800 Highway 290,HARRIS,Cypress,NA,NA,800,NA,NA,NA,800
1519,Memorial Hermann Cypress Hospital,NA,HARRIS,Cypress,975,NA,NA,NA,NA,NA,975
1520,Memorial Hermann Greater Heights,1635 North Loop W,HARRIS,Houston,NA,NA,1375,NA,NA,NA,1375
1521,Memorial Hermann Greater Heights,NA,HARRIS,Houston,1950,NA,NA,NA,NA,NA,1950
1522,Memorial Hermann Katy Hospital,23900 Katy Fwy,HARRIS,Katy,NA,NA,975,NA,NA,NA,975
1523,Memorial Hermann Katy Hospital,NA,HARRIS,Katy,975,NA,NA,NA,NA,NA,975
1524,Memorial Hermann Medical Group Cypress,13114 Fm 1960 Rd W,HARRIS,Houston,NA,200,NA,NA,NA,NA,200
1525,Memorial Hermann Medical Group Greater Heights Family Med ,"Medical Plaza 3, 1801 N. Loop W.",HARRIS,Houston,NA,1100,NA,NA,NA,NA,1100
1526,Memorial Hermann Medical Group Rosenberg,2520 BF Terry Blvd,FORT BEND,Rosenberg,NA,NA,NA,100,NA,NA,100
1527,Memorial Hermann Medical Group Southwest Suite 350,7789 Southwest Fwy Ste 350,HARRIS,Houston,NA,200,NA,NA,NA,NA,200
1528,Memorial Hermann Medical Group Sterling Ridge,10333 Kuykendahl Rd Ste D,MONTGOMERY,Spring,NA,500,NA,NA,NA,NA,500
1529,Memorial Hermann Medical Group Summer Creek Convenient ,C 14201 E Sam Houston Pkwy N,HARRIS,Houston,NA,1500,NA,NA,NA,NA,1500
1530,Memorial Hermann Medical Group West University,3525 West Holcombe Blvd,HARRIS,Houston,NA,2100,NA,NA,NA,NA,2100
1531,Memorial Hermann Memorial City Medical Center,921 Gessner Rd,HARRIS,Houston,NA,NA,3050,NA,300,3900,7250
1532,Memorial Hermann Memorial City Medical Center,NA,HARRIS,Houston,2925,NA,NA,NA,NA,NA,2925
1533,Memorial Hermann Northeast,18951 N Memorial Dr,HARRIS,Humble,NA,2500,600,NA,NA,NA,3100
1534,Memorial Hermann Pearland Hospital,16100 South Fwy,BRAZORIA,Pearland,NA,1600,NA,NA,NA,NA,1600
1535,Memorial Hermann Pharmacy - Sugar Land,17510 W GRAND PKWY S,FORT BEND,Sugar Land,NA,NA,NA,100,NA,NA,100
1536,Memorial Hermann Pharmacy Services,21501 Park Row Drive,HARRIS,Katy,NA,1000,NA,NA,NA,NA,1000
1537,Memorial Hermann SE Hospital,11800 Astoria Blvd,HARRIS,Houston,NA,NA,2150,NA,300,NA,2450
1538,Memorial Hermann SE Hospital,NA,HARRIS,Houston,1950,NA,NA,NA,NA,NA,1950
1539,Memorial Hermann Southwest Hospital,7600 Beechnut St,HARRIS,Houston,NA,3000,2000,NA,NA,NA,5000
1540,Memorial Hermann Sugar Land,17500 W Grand Pkwy S,FORT BEND,Sugar Land,NA,2500,100,NA,NA,NA,2600
1541,Memorial Hermann Sugar Land Surgical Hospital,16906 Southwest Fwy,FORT BEND,Sugar Land,NA,NA,600,NA,NA,NA,600
1542,Memorial Hermann Surgery Center Katy LLP,23920 Katy Freeway,HARRIS,Katy,NA,NA,NA,100,NA,NA,100
1543,Memorial Hermann Surgery Center Southwest,7789 Southwest Frwy Suite 200,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
1544,Memorial Hermann Surgical Hospital Kingwood,300 Kingwood Medical Dr,HARRIS,Kingwood,NA,100,100,NA,NA,NA,200
1545,Memorial Hermann Texas Medical Center,6411 Fannin St,HARRIS,Houston,5850,975,5100,NA,NA,NA,11925
1546,Memorial Hermann The Woodlands Hospital,9250 Pinecroft Drive,MONTGOMERY,Spring,NA,NA,2950,NA,NA,NA,2950
1547,Memorial Hermann The Woodlands Hospital,NA,MONTGOMERY,Spring,1950,NA,NA,NA,NA,NA,1950
1548,Memorial Hospital - Gonzales,Po Box 587,GONZALES,Gonzales,NA,NA,300,NA,100,NA,400
1549,Memorial Medical Center,815 N Virginia St,CALHOUN,Port Lavaca,NA,300,NA,NA,NA,NA,300
1550,Memorial Medical Center-San Augustine,511 EAST HOSPITAL STREET,SAN AUGUSTINE,San Augustine,NA,NA,NA,100,NA,NA,100
1551,Memorial Medical Clinic - Port Lavaca,1016 N. Virgnia,CALHOUN,Port Lavaca,NA,NA,NA,100,NA,NA,100
1552,Mercy Care Pharmacy,801 Road To Six Flags W Ste 122,TARRANT,Arlington,NA,NA,NA,100,NA,NA,100
1553,Mercy Wellness Clinic,18568 Forty Six Pkwy Ste 1001,COMAL,Spring Branch,NA,NA,NA,200,NA,NA,200
1554,Mesa Springs Hospital,5560 Mesa Springs Drive,TARRANT,Fort Worth,NA,NA,NA,NA,100,NA,100
1555,"MetHealth,PA",4045 E Belknap St Ste 12,TARRANT,Haltom City,NA,NA,NA,100,NA,NA,100
1556,Methodist Dallas Medical Center,1441 N Beckley Ave,DALLAS,Dallas,5850,1950,NA,NA,NA,NA,7800
1557,Methodist Hospital & Methodist Children's Hospital,7700 Floyd Curl Drive,BEXAR,San Antonio,1950,975,4775,NA,NA,NA,7700
1558,Methodist Hospital South,1905 Hwy 97 E,ATASCOSA,Jourdanton,NA,NA,NA,NA,300,NA,300
1559,Methodist McKinney Hospital,8000 W. Eldorado Pkwy,COLLIN,McKinney,NA,NA,NA,200,100,NA,300
1560,Methodist Metropolitan Hospital,1310 McCullough Ave,BEXAR,San Antonio,NA,NA,1100,NA,300,NA,1400
1561,Methodist Metropolitan Hospital,NA,BEXAR,San Antonio,975,NA,NA,NA,NA,NA,975
1562,Methodist Specialty And Transplant Hospital,8026 Floyd Curl Dr,BEXAR,San Antonio,NA,900,700,NA,NA,NA,1600
1563,Methodist Stone Oak Hospital,1139 E. Sonterra Blvd.,BEXAR,San Antonio,NA,600,1400,NA,300,NA,2300
1564,Methodist Texsan Hospital,6700 W Interstate 10,BEXAR,San Antonio,NA,NA,900,NA,NA,NA,900
1565,Metroplex Health System,2201 S. Clear Creek Dr,BELL,Killeen,NA,1400,NA,NA,NA,NA,1400
1566,Metropolitan Area EMS Authority,2900 Alta Mere Drive,TARRANT,Fort Worth,NA,NA,NA,NA,100,NA,100
1567,Meyerland Kelsey-Seybold Clinic,560 Meyerland Plaza Mall,HARRIS,Houston,NA,900,NA,NA,NA,NA,900
1568,Mh Urgent Care Bender's Landing,4057 Riley Fuzzel Rd Ste 1100b,MONTGOMERY,Spring,NA,NA,NA,100,NA,NA,100
1569,Mh Urgent Care Town & Country,12740 Memorial Dr Ste 100,HARRIS,Houston,NA,1000,NA,NA,NA,NA,1000
1570,Mhmg Greater Heights Ccc,1431 Studemont St Ste C2:400,HARRIS,Houston,NA,500,NA,NA,NA,NA,500
1571,Mhmg Katy,23960 Katy Fwy,HARRIS,Katy,NA,NA,NA,100,NA,NA,100
1572,Mhmg Katy Occupational Medicine,23920 Katy Fwy Ste 540,HARRIS,Katy,NA,NA,NA,100,NA,NA,100
1573,Mi Doctor - Lewisville,701 S Stemmons Fwy Ste 260,DENTON,Lewisville,NA,NA,NA,100,NA,NA,100
1574,Mi Doctor #13 Grand Prairie,410 E Pioneer Pkwy Ste 300,DALLAS,Grand Prairie,NA,NA,NA,100,NA,NA,100
1575,Mi Doctor #7,4200 South Fwy Ste 106,TARRANT,Fort Worth,NA,500,NA,NA,NA,NA,500
1576,Mid Jefferson Extended Care-Beaumont,860 S. 8th St,JEFFERSON,Beaumont,NA,NA,NA,NA,200,NA,200
1577,Mid Jefferson Extended Care-Nederland,2600 Highway 365,JEFFERSON,Nederland,NA,NA,NA,NA,200,NA,200
1578,"MidCities Pharmacy, Inc.",2000 Precinct Line Rd,TARRANT,Hurst,NA,200,NA,NA,NA,NA,200
1579,Midland Community Healthcare Services - Midland 2,4214 Andrews Hwy,MIDLAND,Midland,NA,NA,NA,NA,NA,100,100
1580,Midland Health & Senior Services,3303 W Illinois Ave Ste 22,MIDLAND,Midland,NA,NA,200,NA,NA,NA,200
1581,Midland Memorial Hospital,400 Rosalind Redfern Grover Pkwy,MIDLAND,Midland,NA,NA,NA,NA,NA,4875,4875
1582,Midland Memorial Hospital,400 Rosalind Redfern Grover Pkwy ,MIDLAND,Midland,NA,NA,100,NA,NA,NA,100
1583,Midland Memorial Hospital,400 Rosalind Redfern Grover Pkwy ,MIDLAND,Midland,NA,NA,100,NA,NA,NA,100
1584,Midland Memorial Hospital,NA,MIDLAND,Midland,1950,NA,NA,NA,NA,NA,1950
1585,Milam Co Health Depart Rockdale,313 N Main Street,MILAM,Rockdale,NA,100,NA,200,NA,NA,300
1586,Mills County Medical Clinic - Mills county,1510 Hanna Valley Rd,MILLS,Goldthwaite,NA,100,NA,NA,NA,NA,100
1587,Mission Regional Medical Center,900 S Bryan Rd,HIDALGO,Mission,NA,NA,300,NA,200,NA,500
1588,Mission Regional Medical Center,NA,HIDALGO,Mission,1950,NA,NA,NA,NA,NA,1950
1589,Mission Trail Baptist Hospital,3333 Research Plz,BEXAR,San Antonio,NA,NA,NA,300,NA,NA,300
1590,Mitchell County Hospital,997 W I20,MITCHELL,Colorado City,NA,300,NA,NA,NA,NA,300
1591,Monahans Pharmacy Inc.,801 E 4th St,WARD,Monahans,NA,100,NA,100,NA,NA,200
1592,Montgomery County Mental Health Treatment Facility, 700 Hilbig,MONTGOMERY,Conroe,NA,NA,300,NA,NA,NA,300
1593,Montgomery County Phd,1300 S Loop 336 W,MONTGOMERY,Conroe,NA,NA,100,NA,NA,NA,100
1594,Moore County Family Health Clinic,110 S Bliss Ave,MOORE,Dumas,NA,200,NA,NA,NA,NA,200
1595,Moore County Hospital District,224 E 2nd St,MOORE,Dumas,NA,NA,300,NA,NA,NA,300
1596,Moore County Internal Medicine,1405 E 1st St Ste 101,MOORE,Dumas,NA,NA,NA,100,NA,NA,100
1597,Mt West Family Health Center,6151 Dew Dr,EL PASO,El Paso,NA,500,NA,NA,NA,NA,500
1598,Murtaza Mussaji D.O.P.A,11021 Shadow Creek Pkwy,BRAZORIA,Pearland,NA,300,NA,NA,NA,NA,300
1599,"Murtaza Mussaji, D.O., P.A.",4910 Telephone Rd,HARRIS,Houston,NA,500,NA,NA,NA,NA,500
1600,My Md Select,3618 N University Dr,NACOGDOCHES,Nacogdoches,NA,NA,NA,100,NA,NA,100
1601,My Urgent Clinic LLC dba My Urgent Care Clinic,910 River Road,KENDALL,Boerne,NA,1000,NA,NA,NA,NA,1000
1602,Myrna C De Asis Md,1819 10th St,WICHITA,Wichita Falls,NA,NA,NA,100,NA,NA,100
1603,Nacogdoches Med Cntr Hsptl Phrmcy,4920 Ne Stallings Dr,NACOGDOCHE,Nacogdoches,NA,700,NA,NA,NA,NA,700
1604,Nacogdoches Med Cntr Hsptl Phrmcy,4920 Ne Stallings Dr,NACOGDOCHES,Nacogdoches,NA,NA,NA,NA,NA,1200,1200
1605,Nacogdoches Memorial Hosp Care 1st,1106 South St,NACOGDOCHES,Nacogdoches,NA,NA,NA,NA,200,NA,200
1606,Nacogdoches Memorial Hospital,1204 N Mound St,NACOGDOCHE,Nacogdoches,NA,1000,NA,NA,NA,NA,1000
1607,Nacogdoches Memorial Hospital,1204 N Mound St,NACOGDOCHES,Nacogdoches,NA,NA,NA,NA,200,NA,200
1608,Navarro Regional Hospital,3201 W State Highway 22,NAVARRO,Corsicana,NA,600,NA,NA,100,NA,700
1609,Neighborcare Clinic,2261 Singleton Blvd Ste 101,DALLAS,Dallas,NA,100,NA,NA,NA,NA,100
1610,New Braunfels Rural Health Clinic,705 Landa St Ste C,COMAL,New Braunfels,NA,NA,NA,200,NA,NA,200
1611,Next Level Urgent Care,301 Jackson St,FORT BEND,Richmond,NA,NA,NA,100,NA,NA,100
1612,Next Level Urgent Care Attucks,4330 Belfort Street,HARRIS,Houston,NA,NA,NA,300,NA,NA,300
1613,Next Level Urgent Care Baytown,7710 Garth Road Ste A,HARRIS,Baytown,NA,200,NA,NA,NA,NA,200
1614,Next Level Urgent Care Brazoria,20799 County Road 171,BRAZORIA,Angleton,NA,NA,NA,200,NA,NA,200
1615,Next Level Urgent Care Champions,15882 Champion Forest Dr.,HARRIS,Spring,NA,1000,NA,NA,NA,NA,1000
1616,Next Level Urgent Care Cinco Ranch,10705 Spring Green Blvd. Suite 600,FORT BEND,Katy,NA,200,NA,NA,NA,NA,200
1617,Next Level Urgent Care Cypress,8350 N Fry Road Ste 400,HARRIS,Cypress,NA,200,NA,NA,NA,NA,200
1618,Next Level Urgent Care Falcon Landing,9722 Gaston Road Suite 190,FORT BEND,Katy,NA,NA,NA,300,NA,NA,300
1619,Next Level Urgent Care Hattie Mae,4400 West 18th Street,HARRIS,Houston,NA,NA,NA,300,NA,NA,300
1620,Next Level Urgent Care Katy,1420 Katy Fort Bend Road Suite 105,FORT BEND,Katy,NA,200,NA,NA,NA,NA,200
1621,Next Level Urgent Care Longmeadow,7101 Grand Parkway #180,FORT BEND,Richmond,NA,NA,NA,300,NA,NA,300
1622,Next Level Urgent Care Meyerland,4936 Beechnut Street,HARRIS,Houston,NA,NA,NA,300,NA,NA,300
1623,Next Level Urgent Care Montgomery County,521 N Thompson,MONTGOMERY,Conroe,NA,NA,NA,300,NA,NA,300
1624,Next Level Urgent Care Pearland,8325 Broadway Suite 220,HARRIS,Pearland,NA,NA,NA,300,NA,NA,300
1625,Next Level Urgent Care Sienna,8720 Highway 6 Suite 400,FORT BEND,Missouri City,NA,200,NA,NA,NA,NA,200
1626,Next Level Urgent Care Sweetwater,"16902 Southwest Freeway, Suite 108",FORT BEND,Sugar Land,NA,1000,NA,NA,NA,NA,1000
1627,Next Level Urgent Care Tanglewood,5749 San Felipe Street,HARRIS,Houston,NA,NA,NA,300,NA,NA,300
1628,Next Level Urgent Care Woodlands,25750 Kuykendahl Rd Suite A,HARRIS,Tomball,NA,1000,NA,NA,NA,NA,1000
1629,Nocona General Hospital,100 Park Rd,MONTAGUE,Nocona,NA,NA,100,100,NA,975,1175
1630,Norma Igelsias Md And Associates,1205 N Raul Longoria Rd Ste H,HIDALGO,San Juan,NA,500,NA,NA,NA,NA,500
1631,norma iglesias m.d. and assoc,712 SOUTH CAGE BLVD,HIDALGO,Pharr,NA,500,NA,100,NA,NA,600
1632,Norma Iglesias Md And Associates,1205 N Raul Longoria Rd Ste H,HIDALGO,San Juan,NA,NA,NA,200,NA,NA,200
1633,North Austin Medical Center,12221 Mopac Exp North,TRAVIS,Austin,NA,NA,900,1675,NA,NA,2575
1634,North Austin Medical Center,NA,TRAVIS,Austin,975,NA,NA,NA,NA,NA,975
1635,North Blanco County Ems,105 Bill Watson Dr,BLANCO,Johnson City,NA,NA,NA,300,NA,NA,300
1636,North Central Baptist Hospital,NA,BEXAR,San Antonio,975,NA,NA,NA,NA,NA,975
1637,North Central Texas Comunity Healthcare Center,200 MLK JR BLVD,WICHITA,Wichita Falls,NA,100,NA,100,NA,NA,200
1638,North Hills Family Practice Keller,300 N Rufe Snow Dr,TARRANT,Keller,NA,NA,NA,200,NA,NA,200
1639,North Hills Family Practice N Richland Hills,4351 Booth Calloway Rd Ste 101,TARRANT,North Richland Hi,NA,500,NA,NA,NA,NA,500
1640,North Hills Hospital,4401 Booth Calloway Rd,TARRANT,North Richland Hil ,NA,NA,1200,NA,NA,NA,1200
1641,North Hills Hospital,4401 Booth Calloway Rd,TARRANT,North Richland Hil ,NA,NA,1200,NA,NA,NA,1200
1642,North Runnels Hospital District,7821 Hwy 153,RUNNELS,Winters,NA,NA,200,NA,100,NA,300
1643,North Texas Endocrine Center,9301 N.Central Expressway,DALLAS,Dallas,NA,NA,100,NA,NA,NA,100
1644,North Texas Infectious Diseases Consultants - Nc Expy,NA,DALLAS,Dallas,975,NA,NA,NA,NA,NA,975
1645,North Texas Medical Center,1900 Hospital Blvd,COOKE,Gainesville,NA,NA,NA,300,100,NA,400
1646,North Texas Preferred Health Partners - Dallas,3417 Gaston Avenue,DALLAS,Dallas,NA,100,NA,NA,NA,NA,100
1647,North Texas State Hospital,6515 Kemp Blvd,WICHITA,Wichita Falls,NA,NA,1875,NA,NA,NA,1875
1648,North Texas State Hospital,NA,WICHITA,Wichita Falls,975,NA,NA,NA,NA,NA,975
1649,North Texas State Hospital Vernon,4730 COLLEGE DRIVE,WILBARGER,Vernon,NA,400,1300,NA,NA,NA,1700
1650,Northchase Family Practice Clinic,11417 Veterans Memorial Dr,HARRIS,Houston,NA,NA,NA,100,NA,NA,100
1651,Northeast Baptist Hospital,NA,BEXAR,San Antonio,975,NA,NA,NA,NA,NA,975
1652,Northeast Methodist Hospital,12412 Judson Rd,BEXAR,San Antonio,NA,1000,400,NA,NA,NA,1400
1653,Northeast Ped Associates Humble,104 E Main St,HARRIS,Humble,NA,NA,NA,100,NA,NA,100
1654,Northeast Pediatric Assoc,18707 Hardy Oak Blvd Ste 225,BEXAR,San Antonio,NA,NA,NA,100,NA,NA,100
1655,Northeast Texas Public Health District,815 N Broadway Ave,SMITH,Tyler,NA,NA,NA,NA,1500,NA,1500
1656,Northwest Houston Heart Center,308 Holderrieth Blvd,HARRIS,Tomball,NA,1000,NA,NA,NA,NA,1000
1657,Northwest Texas Hospital Pharmacy,1501 S Coulter St,POTTER,Amarillo,975,975,600,NA,NA,NA,2550
1658,NSMD Medical PLLC,4410 NORTH Midkiff,MIDLAND,Midland,NA,500,NA,NA,NA,NA,500
1659,NT Preferred Health Partners Plano,4708 Dexter Drive,COLLIN,Plano,NA,100,NA,NA,NA,NA,100
1660,Nuestra Clinica Del Valle,806 W 3rd Street,HIDALGO,San Juan,NA,NA,NA,NA,NA,100,100
1661,Nuestra Clinica Del Valle - Edinburg,301 N 87th St,HIDALGO,Edinburg,NA,NA,NA,NA,NA,100,100
1662,Nuestra Clinica Del Valle - Mission,611 N Bryan Rd,HIDALGO,Mission,NA,NA,NA,NA,NA,100,100
1663,Nuestra Clinica Del Valle - Rio Grande,600 N Garza St Ste A,STARR,Rio Grande City,NA,NA,NA,NA,NA,100,100
1664,Nuestra Clinica del Valle Inc.,801 W. 1st Street,HIDALGO,San Juan,NA,NA,NA,100,NA,NA,100
1665,OakBend Medical Center,1705 Jackson Street,FORT BEND,Richmond,NA,1000,NA,NA,NA,NA,1000
1666,OAKCLIFF MEDICAL CLINIC,1401 W JEFFERSON BLVD,DALLAS,Dallas,NA,NA,NA,100,NA,NA,100
1667,Oceans Healthcare of Waco,5931 Crosslake Pkwy,MCLENNAN,Waco,NA,NA,NA,NA,100,NA,100
1668,Ochiltree General Hospital,3101 Garrett Drive,OCHILTREE,Perryton,NA,NA,NA,NA,200,NA,200
1669,Odessa Consultants,420 E 6th St Ste 107,ECTOR,Odessa,NA,500,NA,NA,NA,NA,500
1670,"Odessa Emergency Center, LLC",2731 N Grandview Ave,ECTOR,Odessa,NA,NA,NA,NA,100,NA,100
1671,Odessa Regional Medical Center,520 E 6th St,ECTOR,Odessa,NA,400,800,300,100,400,2000
1672,Olney Hamilton Hospital District,901 W Hamilton St,YOUNG,Olney,NA,NA,NA,NA,100,NA,100
1673,Orthopaedic Specialists Of Austin,4611 Guadalupe St,TRAVIS,Austin,NA,NA,NA,100,NA,NA,100
1674,Otto Kaiser Memorial Hopsital,3349 South Highway 181,KARNES,Kenedy,NA,NA,NA,NA,100,400,500
1675,Our Health,200 Evans St,UVALDE,Uvalde,NA,100,NA,NA,NA,NA,100
1676,OWL DRUG STORE,312 COMMERCIAL,COLEMAN,Coleman,NA,NA,NA,200,NA,NA,200
1677,Palacios Medical Clinic,307 Green Ave.,MATAGORDA,Palacios,NA,NA,NA,100,NA,NA,100
1678,Palestine Regional Medical Center,2900 S Loop 256,ANDERSON,Palestine,NA,300,NA,NA,NA,NA,300
1679,Palo Pinto County Hospital District,400 Sw 25th Ave,PALO PINTO,Mineral Wells,NA,NA,500,NA,100,NA,600
1680,Pam Specialthy Hospital Of Texarkana North,2400 St. Michael Drive 2nd Floor,BOWIE,Texarkana,NA,NA,NA,NA,100,NA,100
1681,PAM Specialty Hospital Corpus Christi,345 S Water St.,NUECES,Corpus Christi,NA,NA,NA,100,NA,NA,100
1682,PAM Specialty Hospital Corpus Christi North,600 Elizabeth,NUECES,Corpus Christi,NA,NA,100,NA,NA,NA,100
1683,PAM Specialty Hospital of Luling,200 Memorial Dr,CALDWELL,Luling,NA,NA,NA,NA,200,NA,200
1684,Pam Specialty Hospital Of Victoria North,102 Medical Dr.,VICTORIA,Victoria,NA,NA,NA,NA,100,NA,100
1685,PAM Specialty Hospital of Victoria South,506 E. San Antonio St.,VICTORIA,Victoria,NA,NA,100,NA,100,NA,200
1686,PAM Specialty Hospital of Victoria Southeast,"2701 Hospital Drive, 6th Floor",VICTORIA,Victoria,NA,NA,NA,NA,100,NA,100
1687,PAMPA REGIONAL MEDICAL CENTER,one medical plaza,GRAY,Pampa,NA,200,NA,NA,NA,NA,200
1688,Panhandle Family Care Llc,102 Us Highway 60,CARSON,Panhandle,NA,100,NA,NA,NA,NA,100
1689,Paris Regional Medical Center,865 Deshong Dr,LAMAR,Paris,NA,600,NA,NA,200,NA,800
1690,Park Cities Surgery Center,6901 Snider Plz,DALLAS,Dallas,NA,200,NA,NA,NA,NA,200
1691,Park Manor of Tomball,Park Manor of Tomball,HARRIS,Tomball,NA,NA,NA,100,NA,NA,100
1692,Park Plaza Pediatrics,1213 Hermann Dr Ste 770,HARRIS,Houston,NA,100,NA,100,NA,NA,200
1693,Parker County Hospital District,1130 Pecan Dr,PARKER,Weatherford,NA,NA,400,NA,NA,1950,2350
1694,Parkland Employee Physicians Office,7920 Elmbrook Dr Ste 120,DALLAS,Dallas,NA,2500,NA,NA,NA,NA,2500
1695,Parkland Health And Hospital/Homes,4811 Harry Hines Blvd.,DALLAS,Dallas,NA,NA,NA,NA,NA,100,100
1696,Parkland Hospital,5200 Harry Hines Blvd,DALLAS,Dallas,5850,1950,7675,NA,6825,10725,33025
1697,Parkland Occupational Health Services,5201 Harry Hines Blvd,DALLAS,Dallas,NA,2500,NA,1000,NA,NA,3500
1698,Parkview Hospital,901 S Sweetwater St.,WHEELER,Wheeler,NA,100,NA,NA,NA,NA,100
1699,Parkview Regional Hospital,600 S Bonham St,LIMESTONE,Mexia,NA,NA,NA,100,NA,NA,100
1700,Parkview Rural Health Clinic - Wheeler,307 E. 9th Street,WHEELER,Wheeler,NA,NA,NA,NA,100,NA,100
1701,Passport Health,5608 Malvey Ave,TARRANT,Fort Worth,NA,500,NA,NA,NA,NA,500
1702,Patient Place - Garland 1,2636 W Walnut St Ste 100,DALLAS,Garland,NA,NA,NA,100,NA,NA,100
1703,Patients Medical Center Employee Health,4600 E Sam Houston Pkwy S,HARRIS,Pasadena,NA,900,NA,NA,NA,NA,900
1704,Payne Family Pharmacy,200 S Main St,FLOYD,Floydada,NA,NA,NA,100,NA,NA,100
1705,"Pcp Associates Of Pasadena, Pa",5030 Crenshaw Rd,HARRIS,Pasadena,NA,500,NA,NA,NA,NA,500
1706,Pearland Family Health Center-061819,2552 Broadway St # 102,BRAZORIA,Pearland,NA,NA,NA,100,NA,NA,100
1707,PECOS COUNTY MEMORIAL HOSPITAL DBA FAMILY CARE CEN ,387 W IH 10,PECOS,Fort Stockton,NA,500,NA,NA,NA,NA,500
1708,Pecos Valley Rural Health Clinic,2335 S Pigman St,REEVES,Pecos,NA,NA,100,300,NA,975,1375
1709,Pediatric Center Richmond,1300 Main Street,FORT BEND,Richmond,NA,NA,NA,100,NA,NA,100
1710,Pediatric Group Of Central El Paso - 4659 Cohen,4659 Cohen Ave Unit B,EL PASO,El Paso,NA,NA,NA,100,NA,NA,100
1711,Pediatric Group Of Central El Paso - Gus Rallis,181 Gus Rallis Dr,EL PASO,El Paso,NA,NA,NA,100,NA,NA,100
1712,Pediatric Group Of Central El Paso - Zaragoza,1512 N Zaragoza Rd Ste A1,EL PASO,El Paso,NA,500,NA,NA,NA,NA,500
1713,"Pediatric Pulmonary Associates of North Texas, P.A","8501 Wade Blvd, Suite 1020",COLLIN,Frisco,NA,100,NA,NA,NA,NA,100
1714,People's Community Clinic,2909 N Interstate 35,TRAVIS,Austin,NA,NA,NA,100,NA,NA,100
1715,People's Community Clinic - Austin 2,1101 Camino La Costa Ste 100,TRAVIS,Austin,NA,NA,NA,200,NA,NA,200
1716,PERMIAN REGIONAL MEDICAL CENTER,720 Hospital Dr,ANDREWS,Andrews,NA,400,100,NA,NA,NA,500
1717,Perrone Pharmacy,3921 Benbrook Highway,TARRANT,Fort Worth,NA,NA,NA,200,NA,NA,200
1718,Peterson Regional Medical Center - Kerrville,551 Hill Country Dr,KERR,Kerrville,NA,500,NA,NA,NA,NA,500
1719,PHARR CHILDRENS DAY AND NIGHT CLINIC,807 NORTH CAGE,HIDALGO,Pharr,NA,100,NA,NA,NA,NA,100
1720,Port Isabel Health Clinic,202 2nd St,CAMERON,Port Isabel,NA,200,NA,NA,NA,NA,200
1721,Port Lavaca Clinic Associates P.A.,1200 N Virginia St,CALHOUN,Port Lavaca,NA,NA,NA,NA,100,NA,100
1722,Post Acute Medical Rehabilitaion Hospital of Corp,345 S. Water Street,NUECES,Corpus Christi,NA,NA,NA,100,NA,NA,100
1723,Post Acute Medical Spec Hospital San Antonio South,8902 Floyd Curl Drive,BEXAR,San Antonio,NA,NA,300,NA,NA,NA,300
1724,Precision Family Medicine,1428 W Hebron Pkwy,DENTON,Carrollton,NA,NA,NA,100,NA,NA,100
1725,Premier ER & Urgent Care,900 Austin Ave,MCLENNAN,Waco,NA,100,NA,NA,NA,NA,100
1726,Premier ER San Marcos,1509 N Interstate 35,HAYS,San Marcos,NA,100,NA,NA,NA,NA,100
1727,Premier ER Temple,7010 West Adams Ave,BELL,Temple,NA,100,NA,NA,NA,NA,100
1728,Premier ER Waco,221 N Jack Kultgen Expy,MCLENNAN,Waco,NA,100,NA,NA,NA,NA,100
1729,Premier Pulmonary Critical Care and Sleep Medicine,5012 S. US HWY 75,GRAYSON,Denison,NA,300,NA,NA,NA,NA,300
1730,Presidio County Medical Clinic,1501 N. Erma,PRESIDIO,Presidio,NA,NA,NA,100,NA,NA,100
1731,Prestige Medical P.A,3945 County Road 58,BRAZORIA,Manvel,NA,NA,NA,100,NA,NA,100
1732,PrimeCare Family Practice,1001 N. Waldrop Dr.,TARRANT,Arlington,NA,NA,NA,100,NA,NA,100
1733,Privia Medical Group Gulf Coast,1200 Binz St,HARRIS,Houston,NA,500,NA,NA,NA,NA,500
1734,"Prmc Healthcare Group, Inc - Clarksville",103 N College St,RED RIVER,Clarksville,NA,NA,NA,NA,200,NA,200
1735,Project Vida Nafzger Health Clinic,3612 Pera Ave,EL PASO,El Paso,NA,NA,100,NA,NA,100,200
1736,Promptu Immediate Care- La Palmera,4938 S Staples St,NUECES,Corpus Christi,NA,500,NA,NA,NA,NA,500
1737,Promptu Immediate Care - Saratoga,5638 Saratoga Blvd,NUECES,Corpus Christi,NA,NA,NA,100,NA,NA,100
1738,ProSalutem,11882 Greenville Avenue,DALLAS,Dallas,NA,NA,NA,100,NA,NA,100
